"SourceFile","IncidentNumber","Agency","IncidentDateTime","CallType","Area","ReasonForUseOfForce","Disposition","Arrest","MostSeriousCharge","OfficersInvolvedNum","OfficerRank","OfficerAge","OfficerRace","OfficerSex","OfficerTypeOfForceUtilized","OfficerPhysicalEmptyhand","OfficerOcSprayDisplay","OfficerOcSpray","OfficerTaserDisplay","OfficerTaser","OfficerFirearmPointed","OfficerFirearmFired","PrimaryOrAssistingOfficer","OfficerInjured","OfficerInjury","SubjectID","SubjectAge","SubjectRace","SubjectSex","SubjectMH","SubjectAlcohol","SubjectDrug","SubjectLevelOfResistance","SubjectRefusedCommands","SubjectWalkRan","SubjectThreats","SubjectEscape","SubjectAssaultCues","SubjectPassive","SubjectActive","SubjectAssaultive","SubjectUsedWeapon","SubjectPossessedWeapon","SubjectWeaponPossessed","SubjectInjured","SubjectInjury","SubjectMedical"
"BPD_UseOfForce_2012_2018.xlsx","12BU028695","Burlington","2012-01-12 06:10:00","Juvenile Problem","A","","",1,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 722",25,"Black","M",0,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001104","Burlington","2012-01-13 23:44:00","Arrest on Warrant","A","","",1,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1381",28,"White","M",0,0,0,"",0,0,0,1,0,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001207","Burlington","2012-01-14 21:15:00","Threats/Harassment","C","","",1,"Disorderly Conduct By Phone Or Electronic Communication 13 VSA 1027 90C",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use,Taser Display,Firearm Pointed",1,0,1,1,0,1,0,"",1,"","Subject 1026",42,"White","M",1,1,0,"",1,0,0,0,0,1,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001447","Burlington","2012-01-16 22:42:00","Burglary","B","","",0,"",1,"U",0,"Unknown","U","Taser Use,Firearm Pointed",0,0,0,0,1,1,0,"",1,"","Subject 263",7,"White","F",0,0,0,"",0,0,0,1,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001502","Burlington","2012-01-17 17:35:00","Disturbance","E","","",0,"",1,"U",0,"Unknown","U","Oc Spray Use",0,0,1,0,0,0,0,"",1,"","Subject 887",37,"Unknown","F",1,1,0,"",0,0,0,0,0,0,0,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001665","Burlington","2012-01-20 01:04:00","Assault - Simple","D","","",1,"Simple Assault 13 VSA 1023 13B",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1303",45,"Black","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001668","Burlington","2012-01-20 02:00:00","Vandalism","C","","",1,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1279",29,"White","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001790","Burlington","2012-01-21 01:11:00","Disturbance","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1273",25,"White","M",0,1,0,"",1,0,0,0,0,0,1,1,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001896","Burlington","2012-01-22 01:40:00","Disorderly Conduct","D","","",1,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use,Taser Display",1,0,1,1,0,0,0,"",1,"","Subject 404",38,"Black","M",1,1,0,"",1,0,0,0,1,0,1,1,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU0000","Burlington","2012-01-22 01:56:00","","","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 404",38,"Black","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU001997","Burlington","2012-01-23 09:01:00","Disorderly Conduct","B","","",1,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 630",37,"White","M",1,0,0,"",1,0,1,0,0,0,1,1,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU002272","Burlington","2012-01-26 07:52:00","Resisting Arrest","B","","",1,"False Information To A Police Officer 13 VSA 1754 90Z",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1049",51,"White","M",0,0,0,"",0,1,0,1,0,0,1,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU0-2272","Burlington","2012-01-26 19:52:00","","","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1049",51,"White","M",0,1,0,"",0,0,0,1,0,0,0,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU002367","Burlington","2012-01-27 19:41:00","Domestic Disturbance","B","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 100",58,"White","F",1,1,1,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BUBU2367C","Burlington","2012-01-27 19:41:00","","","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 100",58,"White","F",1,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU002397","Burlington","2012-01-28 01:23:00","Assault - Aggravated","D","","",1,"Resisting Arrest 13 VSA 3017 90Z",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use,Taser Use",1,0,1,0,1,0,0,"",1,"","Subject 488",42,"Black","M",0,1,0,"",1,0,0,0,0,1,1,1,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU002482","Burlington","2012-01-28 23:04:00","Intoxication","E","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1052",50,"White","M",0,1,0,"",1,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU002562","Burlington","2012-01-29 21:26:00","Domestic Assault - Felony","E","","",1,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Display",1,1,0,0,0,0,0,"",1,"","Subject 1052",50,"White","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU002600","Burlington","2012-01-30 11:02:00","Intoxication","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 98",61,"White","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU002675","Burlington","2012-01-31 08:40:00","Assist - Agency","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 89",46,"White","M",1,0,0,"",0,0,0,0,0,0,1,1,0,0,"",0,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","12BU002848","Burlington","2012-02-02 12:25:00","Assault - Aggravated","D","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Taser Use",1,0,0,0,1,0,0,"",1,"","Subject 107",42,"Black","M",1,0,1,"",0,0,0,0,0,0,1,1,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","12BU019385","Burlington","2012-02-02 12:25:00","Assist - K9","","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Firearm Pointed",1,0,0,0,0,1,0,"",1,"","Subject 107",42,"Black","M",0,0,0,"",1,0,0,0,0,0,1,1,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","12BU002857","Burlington","2012-02-02 14:44:00","Mental Health Issue","B","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 569",64,"White","M",1,1,0,"",0,0,0,0,0,0,0,0,1,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU003024","Burlington","2012-02-04 13:32:00","Welfare Check","C","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1368",49,"White","M",0,1,0,"",0,0,0,0,0,1,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU003073","Burlington","2012-02-05 02:00:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1248",31,"White","M",0,1,0,"",1,0,0,0,0,0,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU-3133C","Burlington","2012-02-06 00:15:00","","","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1282",27,"White","M",1,1,1,"",0,0,1,0,1,0,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU03133S","Burlington","2012-02-06 00:15:00","","","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1282",27,"White","M",1,0,1,"",0,0,0,0,0,0,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU003402","Burlington","2012-02-09 00:37:00","Domestic Disturbance","E","","",1,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1,"U",0,"Unknown","U","Empty Hand Control,Taser Display,Taser Use",1,0,0,1,1,0,0,"",1,"","Subject 1052",50,"White","M",1,1,0,"",1,0,0,0,1,1,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU003445","Burlington","2012-02-09 13:37:00","Stolen Vehicle","D","","",1,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor 18 VSA 4234(A)(1) 35A",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 262",28,"White","M",0,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU003459","Burlington","2012-02-09 19:03:00","CHINS","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 432",25,"White","M",0,0,0,"",0,0,0,1,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU003608","Burlington","2012-02-11 13:30:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 768",63,"White","M",1,1,0,"",1,0,0,0,0,0,0,0,0,0,"",1,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","12BU003851","Burlington","2012-02-15 01:12:00","Trespass","C","","",1,"Aggravated Assault 13 VSA 1024 13A",1,"U",0,"Unknown","U","Empty Hand Control,Taser Use",1,0,0,0,1,0,0,"",1,"","Subject 336",31,"White","M",1,1,0,"",1,0,0,0,0,0,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU003891","Burlington","2012-02-15 15:15:00","Burglary","B","","",0,"",1,"U",0,"Unknown","U","Taser Display",0,0,0,1,0,0,0,"",1,"","Subject 786",24,"White","M",0,0,0,"",0,1,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU003940","Burlington","2012-02-16 00:44:00","Disorderly Conduct","D","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 828",41,"White","M",0,1,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004120","Burlington","2012-02-18 01:33:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 783",25,"White","M",0,1,0,"",0,0,0,0,0,0,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004171","Burlington","2012-02-18 23:01:00","Suspicious Event","E","","",1,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 157",29,"White","M",1,1,0,"",0,0,0,0,0,0,0,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004241","Burlington","2012-02-19 20:30:00","Disturbance","D","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 145",59,"Hispanic","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004244","Burlington","2012-02-19 21:20:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 1154",25,"White","M",1,1,1,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004247","Burlington","2012-02-19 22:44:00","Assault - Simple","B","","",1,"Simple Assault 13 VSA 1023 13B",1,"U",0,"Unknown","U","Oc Spray Use",0,0,1,0,0,0,0,"",1,"","Subject 319",26,"White","M",0,1,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","12BU004286","Burlington","2012-02-20 16:03:00","Assault - Simple","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 589",17,"Unknown","F",1,0,1,"",0,0,0,0,0,0,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004483","Burlington","2012-02-23 02:00:00","Disorderly Conduct","D","","",1,"Resisting Arrest 13 VSA 3017 90Z",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 1336",36,"White","M",0,1,0,"",1,0,0,0,1,1,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004420","Burlington","2012-02-23 19:40:00","Drugs - Sale","","","",1,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1319",34,"Black","M",0,0,1,"",0,0,0,1,0,0,0,0,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","12BU004965","Burlington","2012-02-29 22:35:00","Arrest on Warrant","B","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Display",1,1,0,0,0,0,0,"",1,"","Subject 39",38,"White","M",1,1,0,"",1,1,0,0,0,1,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU004985","Burlington","2012-03-01 09:28:00","Disturbance","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1325",52,"White","M",1,0,0,"",1,0,0,0,1,0,1,0,0,0,"",1,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","12BU124985","Burlington","2012-03-01 09:28:00","","","","",0,"",1,"U",0,"Unknown","U","Taser Display,Taser Use",0,0,0,1,1,0,0,"",1,"","Subject 1325",52,"White","M",1,0,0,"",0,0,0,0,1,0,1,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU005182","Burlington","2012-03-03 16:28:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1002",62,"White","M",0,1,0,"",0,0,0,0,0,1,1,0,0,0,"",1,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","12BU005192","Burlington","2012-03-03 17:30:00","Disorderly Conduct","B","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 57",57,"White","F",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU005244","Burlington","2012-03-04 03:19:00","Mental Health Issue","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 92",30,"White","F",1,1,0,"",1,1,0,0,0,0,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU005303","Burlington","2012-03-05 03:47:00","Disturbance","C","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1034",43,"White","M",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",1,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","12BU002726","Burlington","2012-03-08 06:10:00","Drugs - Sale","B","","",1,"Drugs - Cocaine, Sale >2.5 Gm 18 VSA 4231(B)(2) 35A",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 399",48,"White","M",0,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU005515","Burlington","2012-03-08 15:00:00","Burglary","B","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1159",25,"White","M",0,0,0,"",1,1,0,0,0,1,0,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU005515","Burlington","2012-03-08 15:03:00","Burglary","B","","",1,"Burglary 13 VSA 1201 220",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1278",58,"White","M",0,0,0,"",0,1,0,0,0,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU005762","Burlington","2012-03-10 18:50:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control,Firearm Pointed",1,0,0,0,0,1,0,"",1,"","Subject 740",38,"White","M",1,1,0,"",0,0,0,0,0,0,1,1,0,0,"",0,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","12BU006001","Burlington","2012-03-13 20:07:00","Assault - Simple","E","","",1,"Simple Assault 13 VSA 1023 13B",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 751",25,"White","M",1,0,0,"",0,0,0,0,1,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006065","Burlington","2012-03-14 13:44:00","Trespass","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 855",37,"White","F",1,0,0,"",1,0,1,0,1,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006167","Burlington","2012-03-15 20:50:00","Suspicious Event","A","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 789",29,"White","M",0,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006329","Burlington","2012-03-17 11:45:00","Disorderly Conduct","E","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Taser Display",0,0,0,1,0,0,0,"",1,"","Subject 995",30,"White","M",1,0,0,"",1,0,1,0,1,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006416","Burlington","2012-03-17 22:17:00","Disturbance","D","","",0,"",1,"U",0,"Unknown","U","Taser Display",0,0,0,1,0,0,0,"",1,"","Subject 755",30,"White","M",0,1,0,"",0,0,0,0,0,0,0,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006452","Burlington","2012-03-18 01:43:00","Disorderly Conduct","D","","",1,"",1,"U",0,"Unknown","U","Taser Use",0,0,0,0,1,0,0,"",1,"","Subject 1320",33,"White","M",0,1,0,"",0,0,0,0,0,1,0,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006497","Burlington","2012-03-18 14:14:00","Assist - Agency","E","","",1,"",1,"U",0,"Unknown","U","Taser Display,Firearm Pointed",0,0,0,1,0,1,0,"",1,"","Subject 1380",0,"White","M",1,0,1,"",1,0,0,0,0,1,0,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU006533","Burlington","2012-03-18 21:03:00","Domestic Disturbance","C","","",0,"",1,"U",0,"Unknown","U","Taser Display",0,0,0,1,0,0,0,"",1,"","Subject 97",28,"White","M",1,0,0,"",1,0,0,0,1,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006533","Burlington","2012-03-18 21:03:00","Domestic Disturbance","C","","",0,"",1,"U",0,"Unknown","U","Taser Display",0,0,0,1,0,0,0,"",1,"","Subject 250",25,"White","M",1,0,0,"",1,0,0,0,1,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU006737","Burlington","2012-03-20 20:45:00","Assist - Agency","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 152",46,"White","M",1,1,0,"",1,1,1,0,1,0,1,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU006737","Burlington","2012-03-20 21:00:00","Assist - Agency","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control,Taser Use",1,0,0,0,1,0,0,"",1,"","Subject 89",46,"White","M",1,1,0,"",0,0,0,0,1,1,1,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","12BU006933","Burlington","2012-03-22 01:58:00","Arrest on Warrant","A","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 565",34,"Black","F",1,1,0,"",0,0,0,0,0,1,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","12BU000693","Burlington","2012-03-22 20:30:00","Domestic Disturbance","A","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 565",34,"Black","F",1,1,0,"",0,0,0,0,0,1,1,0,0,0,"",0,"","No"
